resume_text,category
"Bachelor of Technology in Information Technology. 4 years experience. Skills: Kubernetes, Helm, Docker, Jenkins, AWS, networking, load balancing, disaster recovery. Experience: Built CI/CD pipelines reducing deployment time by 60%",DevOps/Cloud Engineer
"Bachelor of Science in Computer Science. 6 years experience. Skills: Figma, prototyping, user-centered design, A/B testing, design handoff, HTML/CSS basics. Experience: Conducted user research and usability testing improving satisfaction by 40%",UI/UX Designer
"Bachelor of Engineering in Software Engineering. 3 years experience. Skills: Sketch, InVision, user interface design, interaction design, typography, color theory. Experience: Designed user interfaces for web and mobile applications",UI/UX Designer
"Bachelor of Science in Information Systems. 8 years experience. Skills: MongoDB, NoSQL, database administration, sharding, backup strategies, security. Experience: Performed database migrations with zero downtime",Database Administrator
"Bachelor of Science in Computer Science. 3 years experience. Skills: GCP, Docker, Kubernetes, CloudFormation, CI/CD pipelines, Prometheus, Grafana. Experience: Implemented monitoring and alerting using Prometheus and Grafana",DevOps/Cloud Engineer
"Bachelor of Science in Computer Science. 8 years experience. Skills: Sketch, InVision, user interface design, interaction design, typography, color theory. Experience: Created design systems and component libraries",UI/UX Designer
"Bachelor of Engineering in Software Engineering. 4 years experience. Skills: Python, transformers, BERT, GPT, fine-tuning, model optimization, A/B testing. Experience: Deployed ML models to production using MLflow and Docker",AI/ML Engineer
"Bachelor of Science in Information Systems. 4 years experience. Skills: Vue.js, Python Flask, MySQL, Redis, authentication, authorization, microservices. Experience: Participated in code reviews and mentored junior developers",FullStack Developer
"Bachelor of Engineering in Software Engineering. 7 years experience. Skills: Python, transformers, BERT, GPT, fine-tuning, model optimization, A/B testing. Experience: Developed machine learning models for customer churn prediction",AI/ML Engineer
"Bachelor of Science in Information Systems. 7 years experience. Skills: machine learning algorithms, scikit-learn, Keras, model deployment, feature engineering. Experience: Fine-tuned transformer models for document classification",AI/ML Engineer
"Master of Science in Computer Science. 7 years experience. Skills: cross-functional leadership, product vision, KPIs, user experience, competitive analysis. Experience: Collaborated with engineering and design teams in Agile sprints",Product Manager
"Master of Science in Computer Science. 2 years experience. Skills: product lifecycle, requirements gathering, prioritization, data-driven decisions, A/B testing. Experience: Conducted market research and competitive analysis",Product Manager
"Bachelor of Science in Computer Science. 5 years experience. Skills: PyTorch, computer vision, object detection, GANs, model training, GPU optimization. Experience: Developed machine learning models for customer churn prediction",AI/ML Engineer
"Bachelor of Engineering in Software Engineering. 8 years experience. Skills: Python, security auditing, compliance, ISO 27001, GDPR, risk management, security policies. Experience: Implemented security measures reducing vulnerabilities by 70%",Cybersecurity Engineer
"Master of Technology in Data Science. 4 years experience. Skills: PyTorch, computer vision, object detection, GANs, model training, GPU optimization. Experience: Developed machine learning models for customer churn prediction",AI/ML Engineer
"Bachelor of Science in Computer Science. 7 years experience. Skills: Python, scikit-learn, data mining, predictive modeling, hypothesis testing, Power BI. Experience: Built predictive models improving revenue forecasting accuracy by 25%",Data Scientist
"Bachelor of Technology in Information Technology. 6 years experience. Skills: AWS Lambda, ECS, CloudWatch, DevOps practices, scripting, security, cost optimization. Experience: Implemented monitoring and alerting using Prometheus and Grafana",DevOps/Cloud Engineer
"Bachelor of Science in Computer Science. 2 years experience. Skills: product development, feature definition, go-to-market strategy, customer feedback, analytics. Experience: Conducted market research and competitive analysis",Product Manager
"Master of Technology in Data Science. 7 years experience. Skills: Next.js, Node.js, GraphQL, MongoDB, TypeScript, serverless, cloud deployment. Experience: Designed database schemas and implemented complex queries",FullStack Developer
"Master of Technology in Data Science. 1 years experience. Skills: cloud security, AWS security, identity management, zero trust, SOC operations, SIEM tools. Experience: Monitored network traffic and detected potential threats using SIEM",Cybersecurity Engineer
"Master of Technology in Data Science. 7 years experience. Skills: PyTorch, computer vision, object detection, GANs, model training, GPU optimization. Experience: Built computer vision system for object detection in real-time",AI/ML Engineer
"Bachelor of Science in Computer Science. 4 years experience. Skills: malware analysis, forensics, threat intelligence, security monitoring, vulnerability management. Experience: Monitored network traffic and detected potential threats using SIEM",Cybersecurity Engineer
"Bachelor of Science in Information Systems. 3 years experience. Skills: Figma, prototyping, user-centered design, A/B testing, design handoff, HTML/CSS basics. Experience: Prototyped interactive designs using Figma and Adobe XD",UI/UX Designer
"Bachelor of Science in Information Systems. 4 years experience. Skills: Python, R, SQL, pandas, NumPy, statistical analysis, data visualization, Tableau, machine learning. Experience: Analyzed large datasets to identify business trends and patterns",Data Scientist
"Bachelor of Science in Computer Science. 4 years experience. Skills: HTML, CSS, JavaScript, React, responsive design, UI/UX, Bootstrap, jQuery, Git. Experience: Designed and developed responsive websites for multiple clients",Web Developer
"Bachelor of Engineering in Software Engineering. 6 years experience. Skills: C++, Python, multithreading, Linux, debugging, version control, problem solving. Experience: Developed scalable backend services handling millions of requests daily",Software Engineer
"Bachelor of Technology in Information Technology. 7 years experience. Skills: Swift, iOS development, UIKit, SwiftUI, Core Data, REST APIs, Xcode, App Store deployment. Experience: Implemented real-time features using WebSockets and Firebase",Mobile Developer
